1	8006	887	471	13670	9437	1.98 
1	8059	886	470	13664	9437	2.06 
1	8112	886	470	13659	9430	1.91 
1	8164	886	470	13659	9429	2.06 
1	8216	886	471	13663	9432	1.98 
1	8268	886	471	13661	9429	1.98 
1	8321	886	471	13662	9430	1.98 
1	8373	886	470	13657	9428	2.06 
1	8425	887	470	13657	9430	1.98 
1	8477	886	471	13664	9432	2.06 
1	8529	885	471	13669	9433	2.06 
1	8582	886	470	13656	9428	2.06 
1	8634	886	470	13658	9425	2.06 
1	8687	886	469	13655	9434	1.98 
1	8739	886	471	13659	9429	2.06 
1	8792	887	471	13649	9421	1.98 
1	8844	886	471	13648	9420	2.06 
1	8896	886	470	13650	9427	1.98 
1	8948	886	471	13657	9426	2.06 
1	9000	886	471	13656	9426	2.06 
1	9053	886	471	13664	9431	1.98 
1	9105	886	471	13663	9430	2.06 
1	9157	886	470	13659	9430	2.06 
1	9209	885	471	13660	9429	1.98 
1	9262	886	471	13659	9425	1.98 
1	9315	886	472	13662	9431	1.98 
1	9367	887	471	13665	9434	2.06 
1	9419	886	470	13657	9424	2.06 
1	9472	885	471	13654	9428	1.98 
1	9524	885	471	13659	9430	1.98 
1	9576	886	470	13654	9429	1.98 
1	9628	886	471	13672	9435	2.06 
1	9680	886	471	13655	9428	1.98 
1	9733	886	471	13652	9422	2.06 
1	9785	886	470	13653	9424	2.13 
1	9837	886	471	13653	9427	1.98 
1	9889	886	471	13659	9427	2.06 
1	9943	886	470	13656	9430	1.98 
1	9995	885	470	13659	9427	2.06 
1	10047	886	471	13658	9428	1.98 
1	10099	885	471	13648	9426	1.98 
1	10151	885	470	13654	9422	2.06 
1	10204	885	471	13660	9427	1.98 
1	10256	884	470	13661	9430	1.98 
1	10308	886	470	13662	9432	1.98 
1	10360	884	470	13661	9431	2.06 
1	10414	885	470	13661	9434	2.06 
1	10466	885	470	13662	9431	2.06 
1	10518	886	469	13659	9426	1.98 
1	10570	885	471	13659	9426	1.98 
1	10622	886	470	13673	9440	2.06 
1	10675	886	470	13678	9439	1.98 
1	10727	886	470	13672	9433	2.13 
1	10779	886	469	13670	9434	2.06 
1	10832	885	471	13675	9440	2.13 
1	10885	885	471	13662	9433	2.06 
1	10937	885	470	13672	9436	2.06 
1	10989	885	469	13664	9431	1.98 
1	11041	884	470	13663	9429	2.06 
1	11094	886	470	13668	9435	2.06 
1	11146	883	469	13666	9431	2.06 
1	11198	883	469	13653	9422	2.13 
1	11251	848	451	13673	9435	1.91 
1	11303	809	428	13391	9238	1.98 
1	11356	762	403	13255	9137	1.98 
1	11408	683	359	12849	8848	2.06 
1	11460	633	335	12443	8559	2.06 
1	11512	600	318	12262	8426	1.98 
1	11565	571	303	12006	8243	2.06 
