1	16801	317	167	3024	1521	286	199	2316	1462	2.84 
1	16855	316	166	3030	1524	291	195	2316	1464	2.62 
1	16909	316	166	3023	1528	286	201	2316	1462	2.84 
1	16962	316	166	3025	1523	286	200	2316	1464	3.26 
1	17016	315	168	3022	1527	286	201	2315	1460	2.76 
1	17070	317	168	3023	1520	286	201	2318	1459	2.20 
1	17124	318	167	3024	1519	283	204	2316	1462	3.40 
1	17177	316	169	3031	1522	289	197	2316	1464	3.40 
1	17231	317	168	3031	1522	286	201	2316	1464	2.76 
1	17285	315	167	3022	1524	290	197	2316	1464	2.69 
1	17339	318	166	3022	1522	282	208	2316	1464	2.55 
1	17392	318	167	3025	1524	286	201	2316	1463	2.91 
1	17445	316	167	3023	1524	289	197	2316	1464	3.19 
1	17500	317	167	3024	1521	290	197	2315	1463	2.76 
1	17553	317	167	3029	1521	285	202	2314	1463	2.20 
1	17607	316	166	3025	1522	289	198	2315	1462	2.98 
1	17660	317	167	3030	1519	289	197	2316	1461	3.33 
1	17715	316	168	3024	1523	290	197	2316	1461	2.76 
1	17768	315	167	3021	1520	283	203	2314	1463	2.76 
1	17822	317	167	3022	1519	289	198	2315	1461	2.62 
1	17875	317	167	3022	1519	286	201	2316	1462	2.91 
1	17930	317	167	3024	1519	288	199	2315	1462	3.40 
1	17983	315	167	3023	1521	279	207	2315	1462	2.69 
1	18037	318	166	3023	1523	290	198	2315	1460	2.13 
1	18091	317	167	3024	1521	288	199	2316	1462	2.91 
1	18144	315	169	3023	1519	289	197	2315	1462	3.19 
1	18198	316	166	3024	1523	290	197	2317	1460	2.84 
1	18251	317	167	3026	1525	286	199	2316	1462	2.69 
1	18306	318	167	3022	1520	290	197	2315	1463	2.48 
1	18359	315	167	3027	1523	286	201	2311	1461	2.91 
1	18413	315	167	3023	1521	282	205	2315	1461	3.40 
1	18466	316	168	3024	1521	290	197	2315	1462	2.69 
1	18521	316	166	3024	1521	279	208	2314	1464	2.13 
1	18574	317	167	3024	1521	286	201	2312	1463	2.91 
1	18628	317	167	3024	1520	282	205	2314	1462	2.91 
1	18681	317	168	3021	1524	290	197	2315	1461	2.84 
1	18736	315	167	3021	1521	288	199	2316	1462	2.69 
1	18789	318	167	3020	1522	290	198	2314	1463	2.41 
1	18843	315	167	3022	1520	288	198	2316	1461	2.84 
1	18896	317	167	3021	1519	286	201	2315	1459	3.47 
1	18950	318	167	3023	1519	292	195	2314	1463	2.69 
1	19004	317	167	3024	1519	290	197	2314	1462	2.06 
1	19057	318	166	3022	1520	291	196	2315	1462	2.84 
1	19111	318	166	3024	1518	289	198	2315	1461	2.76 
1	19165	315	167	3021	1524	290	198	2315	1461	2.91 
1	19219	318	167	3029	1521	286	201	2315	1462	2.76 
1	19272	318	166	3023	1519	285	202	2316	1461	2.27 
