1	96822	326	167	3178	1599	282	210	2289	1446	2.55 
1	96875	323	170	3187	1605	294	196	2290	1447	2.84 
1	96929	322	171	3173	1593	293	199	2287	1440	3.47 
1	96983	324	170	3199	1605	292	198	2292	1448	2.62 
1	97037	320	171	3174	1596	292	199	2284	1442	2.06 
1	97090	324	167	3182	1603	289	202	2292	1448	2.98 
1	97144	320	171	3179	1597	293	199	2289	1441	3.19 
1	97198	323	170	3177	1603	291	199	2287	1441	2.62 
1	97252	321	170	3188	1598	294	199	2290	1448	2.76 
1	97305	326	166	3164	1592	288	200	2283	1441	2.41 
1	97358	320	171	3187	1604	291	201	2289	1447	2.76 
1	97413	324	168	3168	1598	291	198	2284	1442	3.40 
1	97466	322	171	3181	1603	293	200	2289	1442	2.76 
1	97520	326	167	3179	1597	289	202	2289	1443	1.91 
1	97573	322	171	3182	1601	289	202	2287	1441	2.84 
1	97628	323	170	3166	1593	292	199	2290	1446	2.69 
1	97681	326	167	3191	1603	293	198	2288	1442	2.76 
1	97735	320	171	3173	1596	292	199	2292	1447	2.76 
1	97788	324	167	3183	1599	292	198	2289	1442	2.41 
1	97843	326	167	3177	1602	287	206	2295	1449	2.91 
1	97896	322	171	3178	1600	291	196	2288	1440	3.33 
1	97950	324	168	3189	1605	291	203	2296	1450	2.55 
1	98003	320	171	3172	1596	291	198	2283	1442	2.20 
1	98058	326	167	3184	1603	294	200	2293	1446	2.84 
1	98111	326	167	3177	1602	291	198	2288	1442	2.84 
1	98164	323	170	3180	1600	286	207	2289	1446	2.91 
1	98219	326	169	3181	1599	292	198	2289	1446	2.76 
1	98272	320	173	3182	1597	293	200	2289	1443	2.13 
1	98326	326	165	3172	1593	290	200	2290	1447	2.91 
1	98379	324	167	3186	1600	290	200	2284	1447	3.69 
1	98434	326	167	3180	1597	295	197	2292	1439	2.62 
1	98487	325	167	3176	1597	295	201	2291	1445	2.27 
1	98541	326	168	3174	1596	290	208	2302	1454	2.91 
1	98594	321	170	3173	1600	297	203	2303	1455	2.76 
1	98649	324	168	3179	1603	302	202	2314	1457	2.98 
1	98702	323	168	3178	1596	303	207	2332	1476	2.69 
1	98756	324	167	3178	1595	304	213	2350	1486	2.06 
1	98809	324	170	3184	1604	315	206	2355	1487	3.76 
1	98864	365	192	3188	1607	311	209	2342	1472	5.10 
1	98917	407	214	3079	1548	311	217	2335	1474	6.38 
1	98971	438	231	2890	1459	301	220	2338	1475	6.52 
1	99024	456	239	2713	1368	297	208	2299	1453	8.01 
1	99078	458	239	2560	1288	290	200	2274	1434	9.00 
1	99132	456	239	2425	1223	287	195	2242	1416	9.29 
1	99185	455	239	2208	1117	279	191	2208	1395	10.28 
1	99239	449	235	2123	1067	265	183	2181	1375	10.63 
1	99293	444	233	2050	1041	247	174	2148	1356	11.27 
1	99347	450	236	1993	1005	230	167	2127	1339	12.12 
1	99400	460	243	1937	978	217	161	2100	1324	12.48 
1	99454	465	243	1891	954	211	150	2073	1309	12.69 
1	99508	460	241	1854	936	201	150	2048	1294	13.47 
1	99562	449	234	1813	918	198	141	2026	1276	14.04 
1	99615	444	233	1782	900	193	137	2003	1264	14.32 
1	99670	439	231	1746	887	191	133	1986	1250	14.82 
1	99723	434	231	1724	871	186	128	1960	1245	15.31 
1	99777	430	225	1696	857	177	129	1947	1226	15.52 
1	99830	424	222	1644	828	182	117	1930	1214	15.67 
1	99885	418	219	1618	818	167	126	1915	1206	16.23 
1	99938	414	217	1596	806	160	120	1901	1195	16.30 
1	99992	408	215	1581	798	163	111	1884	1185	16.66 
1	100045	404	212	1559	788	156	114	1868	1175	16.87 
1	100100	399	210	1543	781	157	108	1853	1162	16.94 
1	100153	394	209	1533	771	155	104	1830	1152	17.08 
1	100207	389	204	1519	768	154	102	1799	1131	17.37 
1	100260	379	201	1508	763	150	103	1786	1123	17.44 
1	100315	374	199	1500	757	147	103	1774	1116	17.72 
1	100368	370	194	1483	756	143	104	1764	1108	17.86 
1	100422	366	195	1483	745	145	99	1753	1103	17.86 
1	100475	362	193	1468	733	140	103	1743	1097	18.01 
1	100530	359	192	1459	746	142	101	1733	1091	18.15 
1	100583	356	187	1453	746	141	97	1727	1082	18.22 
1	100637	354	187	1454	736	140	97	1716	1080	18.22 
1	100690	354	183	1446	737	138	96	1707	1077	18.29 
