1	229136	360	201	996	523 
1	229138	360	201	996	523 
1	229237	359	200	997	508 
1	229338	360	200	995	521 
1	229438	360	201	998	519 
1	229538	360	200	994	520 
1	229638	359	201	999	518 
1	229738	359	201	997	519 
1	229838	359	201	995	523 
1	229939	360	200	997	521 
1	230038	360	200	999	521 
1	230138	360	200	997	522 
1	230239	359	200	996	524 
1	230339	360	200	998	522 
1	230438	360	201	999	524 
1	230539	360	200	998	527 
1	230639	359	200	995	535 
1	230739	359	200	1001	525 
1	230839	360	201	998	532 
1	230939	360	201	999	530 
1	231040	360	201	1002	528 
1	231140	359	201	1002	527 
1	231239	360	201	1002	528 
1	231340	360	201	1000	530 
1	231440	360	201	1002	528 
1	231540	360	201	1001	529 
1	231640	360	201	1001	528 
1	231740	360	201	1004	526 
1	231840	360	201	999	528 
1	231941	360	201	997	526 
1	232040	361	201	1001	522 
1	232140	360	201	1001	520 
1	232241	359	200	999	525 
1	232341	360	201	999	528 
1	232440	360	201	996	525 
1	232541	360	201	1000	521 
1	232641	360	201	996	522 
1	232741	360	200	995	519 
1	232841	360	200	994	523 
1	232941	359	200	986	523 
1	233041	360	200	993	516 
1	233142	360	200	989	505 
1	233241	359	200	993	513 
1	233341	359	200	988	516 
1	233442	359	201	984	517 
1	233542	359	201	989	516 
1	233641	359	199	981	519 
1	233742	359	201	987	516 
1	233842	360	200	989	515 
1	233943	358	200	984	516 
1	234042	360	200	984	516 
1	234142	359	200	978	520 
1	234243	360	200	986	511 
1	234343	360	200	984	516 
1	234442	360	200	979	521 
1	234543	359	200	979	511 
1	234643	360	201	984	503 
1	234743	360	200	983	514 
1	234843	360	201	982	510 
1	234943	360	201	980	511 
1	235043	360	200	977	510 
1	235144	358	200	967	515 
1	235243	360	200	974	510 
1	235343	360	200	973	509 
1	235444	360	201	972	508 
1	235544	359	200	968	508 
1	235643	358	200	969	504 
1	235744	360	201	969	507 
1	235844	360	200	966	506 
1	235944	359	200	966	495 
1	236044	359	201	967	506 
1	236144	360	200	964	508 
1	236244	359	201	965	505 
1	236345	360	200	961	509 
1	236444	360	201	965	504 
1	236545	360	200	958	508 
1	236645	359	200	960	500 
1	236745	358	200	956	500 
1	236845	359	200	954	493 
1	236945	359	200	958	499 
1	237045	360	200	954	502 
1	237146	359	201	955	501 
1	237245	360	200	951	505 
1	237345	359	201	952	485 
1	237446	360	200	949	497 
1	237546	360	201	933	512 
1	237645	360	201	937	503 
1	237746	360	200	941	497 
1	237846	360	201	937	499 
1	237946	360	201	936	501 
1	238046	360	201	932	495 
1	238146	360	201	934	489 
1	238246	360	200	924	495 
1	238347	360	201	926	492 
1	238446	360	201	926	485 
1	238546	360	201	922	487 
1	238647	359	201	919	484 
1	238747	359	201	918	482 
1	238846	360	200	911	484 
1	238947	360	201	908	483 
1	239047	360	200	905	482 
1	239148	359	201	903	468 
1	239247	360	201	903	474 
1	239347	359	201	896	481 
1	239448	360	200	897	471 
1	239548	359	201	887	476 
1	239647	359	200	884	470 
1	239748	359	201	883	470 
1	239848	360	200	878	468 
1	239948	359	200	879	465 
1	240048	359	201	873	463 
1	240148	359	200	864	461 
1	240248	359	200	865	445 
1	240349	359	201	857	455 
1	240448	359	201	855	453 
1	240548	359	201	850	449 
1	240649	359	200	846	446 
1	240749	359	201	841	446 
1	240848	359	201	840	442 
1	240949	358	200	831	440 
1	241049	359	201	830	428 
1	241149	358	200	820	438 
1	241152	358	200	820	438 
1	241253	359	200	814	440 
1	241353	359	201	815	434 
1	241454	359	201	820	433 
1	241553	358	199	819	433 
1	241653	359	200	824	433 
1	241754	359	201	824	436 
1	241854	359	200	823	441 
1	241953	359	200	829	439 
1	242054	359	201	834	437 
1	242154	359	201	834	440 
1	242254	359	200	834	440 
1	242354	359	200	837	441 
1	242454	358	199	839	440 
1	242554	359	200	838	438 
1	242655	359	200	845	445 
1	242754	360	200	846	446 
1	242854	359	201	850	446 
1	242955	359	201	849	450 
1	243055	359	200	854	447 
1	243154	359	200	856	451 
1	243255	359	201	857	453 
1	243355	359	201	857	457 
1	243456	359	201	863	455 
1	243555	359	200	864	459 
1	243655	359	200	865	454 
1	243756	358	199	865	460 
1	243856	359	201	872	459 
1	243955	359	201	875	459 
1	244056	360	200	873	467 
1	244156	360	200	877	464 
1	244256	359	201	879	465 
1	244356	359	200	882	464 
1	244456	358	199	881	463 
1	244556	357	200	884	466 
1	244657	357	200	882	469 
1	244756	357	200	894	462 
1	244856	358	199	892	465 
1	244957	357	200	895	466 
1	245057	358	200	896	468 
1	245156	358	199	892	475 
1	245257	358	200	898	472 
1	245357	357	200	902	466 
1	245457	358	200	898	478 
1	245557	358	199	904	474 
1	245657	359	200	909	475 
1	245757	359	201	911	479 
1	245858	360	200	910	485 
1	245957	359	201	917	469 
1	246057	360	201	918	482 
1	246158	360	200	920	483 
1	246258	360	201	922	486 
1	246358	359	201	924	484 
1	246458	360	200	923	486 
1	246558	359	200	923	487 
1	246659	360	200	931	486 
1	246758	359	201	932	486 
1	246858	360	200	931	490 
1	246959	359	200	933	489 
1	247059	359	200	935	487 
1	247158	360	200	932	489 
1	247259	359	200	938	493 
1	247359	360	200	937	494 
1	247459	360	200	942	497 
1	247559	360	200	941	497 
1	247659	360	200	945	494 
1	247759	359	201	946	492 
1	247860	360	200	950	494 
1	247959	360	201	948	500 
1	248059	360	200	951	502 
1	248160	360	201	950	504 
1	248260	360	200	957	499 
1	248359	359	200	956	500 
1	248460	360	201	956	503 
1	248560	359	200	955	494 
1	248660	360	201	961	503 
1	248760	360	201	963	507 
1	248860	359	200	960	509 
1	248961	359	200	957	501 
1	249061	360	201	967	505 
1	249160	360	201	965	508 
1	249261	359	199	965	505 
1	249361	360	201	967	509 
1	249461	360	201	969	510 
1	249561	360	200	967	511 
1	249661	360	201	970	510 
1	249761	360	201	974	510 
1	249862	358	200	967	509 
1	249961	359	200	972	507 
1	250061	360	201	970	515 
1	250162	359	200	972	511 
1	250262	360	200	975	513 
1	250361	360	200	973	515 
1	250462	360	200	974	515 
1	250562	360	201	979	512 
1	250662	359	200	978	513 
1	250762	360	201	977	516 
1	250862	360	201	979	514 
1	250962	358	200	977	512 
1	251063	359	199	978	510 
1	251162	360	200	980	512 
1	251262	360	200	983	505 
1	251363	360	200	982	517 
1	251463	360	201	977	513 
1	251563	360	200	982	517 
1	251663	359	200	983	517 
1	251763	360	200	983	517 
1	251864	359	200	974	524 
1	251963	360	200	976	524 
1	252063	360	200	985	514 
1	252164	360	200	983	517 
1	252264	360	200	981	519 
1	252363	360	200	988	514 
1	252464	360	200	987	511 
1	252564	360	201	984	516 
1	252664	360	200	986	516 
1	252764	360	201	986	517 
1	252864	359	201	980	519 
1	252964	360	201	988	518 
1	253065	360	200	982	522 
1	253164	360	200	989	515 
1	253168	360	200	989	515 
