1	16641	130	128	94	106	20.13 
1	16693	129	130	90	110	19.99 
1	16745	130	127	92	108	19.57 
1	16797	129	130	88	112	19.28 
1	16849	129	126	94	106	19.07 
1	16902	126	118	92	108	19.28 
1	16954	128	127	92	108	19.71 
1	17006	128	124	82	118	19.92 
1	17058	128	125	92	107	19.99 
1	17111	129	125	92	110	19.64 
1	17163	129	130	92	111	19.21 
1	17215	129	128	90	113	18.79 
1	17267	130	128	91	113	18.43 
1	17319	130	129	87	118	18.29 
1	17372	130	127	97	108	18.22 
1	17424	129	130	94	110	18.15 
1	17476	130	129	91	114	17.93 
1	17528	129	130	94	111	17.58 
1	17581	129	127	92	115	17.23 
1	17633	130	128	95	112	17.01 
1	17685	131	129	88	118	16.94 
1	17737	132	131	94	111	16.87 
1	17789	136	133	91	115	16.38 
1	17842	135	137	95	115	15.60 
1	17894	138	136	98	118	15.10 
1	17946	138	137	102	119	14.53 
1	17998	136	137	102	122	15.24 
1	18051	138	128	102	122	16.16 
1	18103	137	137	102	120	16.45 
1	18155	137	136	99	119	16.80 
1	18207	136	125	97	119	17.44 
1	18259	134	133	99	116	17.72 
1	18312	133	132	99	117	17.58 
1	18364	134	132	95	125	17.37 
1	18416	136	132	106	123	17.30 
1	18468	136	134	107	124	17.30 
1	18521	138	135	100	126	17.44 
1	18573	141	137	92	111	17.79 
1	18625	140	137	94	127	18.01 
1	18677	140	137	86	124	17.93 
1	18729	142	137	90	116	17.58 
1	18782	136	133	99	118	17.16 
1	18834	134	135	99	118	16.94 
1	18886	140	136	86	112	16.94 
1	18938	135	132	67	88	17.01 
1	18991	120	113	58	69	17.16 
1	19043	110	106	37	51	17.16 
1	19095	102	92	30	43	16.80 
1	19146	91	83	30	33	16.16 
1	19198	77	72	29	28	15.67 
1	19251	73	75	24	30	15.31 
1	19303	76	74	22	25	15.24 
1	19355	83	83	26	21	15.24 
1	19407	95	94	24	23	15.24 
1	19459	100	110	20	29	15.03 
1	19511	119	116	24	30	14.74 
1	19563	123	119	25	29	15.03 
1	19615	124	122	22	30	14.96 
1	19667	122	121	27	30	14.89 
1	19720	109	110	26	30	14.89 
1	19772	91	95	26	30	14.39 
1	19824	91	92	25	30	14.04 
1	19876	94	96	26	23	12.90 
1	19929	88	90	20	23	13.47 
1	19980	79	84	18	20	13.68 
1	20032	76	83	17	19	13.47 
1	20084	79	84	20	24	13.26 
1	20136	85	88	30	33	13.04 
1	20189	84	86	35	44	13.04 
1	20241	80	84	42	54	13.33 
1	20292	76	80	47	57	13.68 
1	20344	72	76	49	59	13.75 
1	20397	84	88	48	62	13.54 
1	20449	98	103	49	65	13.26 
1	20501	118	117	46	62	13.19 
1	20553	118	116	44	51	13.33 
1	20605	118	114	40	45	13.75 
1	20658	112	114	33	38	14.25 
1	20710	107	107	24	24	14.60 
1	20762	109	109	18	22	14.67 
1	20814	101	104	17	16	14.53 
1	20866	87	86	28	43	14.32 
1	20918	82	90	52	63	14.25 
1	20970	83	88	60	75	14.32 
1	21022	83	90	65	75	14.53 
1	21074	87	89	62	78	14.96 
1	21127	88	91	63	78	15.24 
1	21179	88	96	65	80	15.38 
1	21230	89	98	68	83	15.24 
1	21282	91	99	68	89	14.96 
1	21335	93	101	72	91	14.60 
1	21387	99	106	76	92	14.53 
1	21439	102	106	75	97	14.74 
1	21491	99	105	75	98	15.10 
1	21543	94	101	69	93	15.52 
1	21596	103	106	58	82	15.74 
1	21647	106	108	53	76	15.60 
1	21699	104	106	55	67	15.24 
1	21751	105	108	48	70	14.89 
1	21804	106	108	53	69	14.82 
1	21856	105	107	50	74	14.96 
1	21908	104	103	46	75	15.24 
1	21960	103	103	48	70	15.45 
1	22012	100	102	50	62	15.52 
1	22065	99	100	50	66	15.24 
1	22117	96	94	46	62	14.89 
1	22169	91	87	40	59	14.60 
1	22221	90	86	38	55	14.32 
1	22273	90	85	34	38	14.18 
1	22325	88	83	21	24	14.32 
1	22377	79	76	12	15	14.74 
1	22429	75	71	6	8	15.17 
1	22481	77	74	6	7	15.17 
1	22533	82	79	7	8	15.03 
1	22585	83	80	8	8	14.67 
1	22637	83	81	8	9	14.39 
1	22689	87	78	9	12	14.39 
1	22740	87	83	13	16	14.60 
1	22793	87	79	19	23	14.82 
1	22845	87	83	22	32	15.10 
1	22897	91	88	25	38	15.38 
1	22949	92	89	31	36	15.52 
1	23002	32	38	24	22	15.24 
