1	287584	317	175	594	303 
1	287586	317	175	594	303 
1	287686	317	174	598	296 
1	287787	317	174	595	300 
1	287886	317	174	597	300 
1	287986	317	174	594	300 
1	288087	317	174	593	305 
1	288187	317	174	598	295 
1	288287	317	174	588	305 
1	288387	317	174	590	303 
1	288487	317	175	590	304 
1	288587	317	174	594	300 
1	288688	317	174	597	302 
1	288787	317	174	596	303 
1	288887	317	175	595	304 
1	288988	317	174	589	311 
1	289088	317	174	595	304 
1	289187	317	175	591	308 
1	289288	317	174	597	302 
1	289388	317	175	596	293 
1	289488	317	174	594	305 
1	289588	316	174	590	307 
1	289688	316	174	590	299 
1	289788	317	174	590	304 
1	289889	316	175	593	292 
1	289988	316	174	587	305 
1	290088	316	175	590	304 
1	290189	316	175	596	295 
1	290289	316	174	592	300 
1	290388	315	174	592	296 
1	290489	316	174	583	306 
1	290589	316	175	591	300 
1	290690	315	174	589	299 
1	290789	315	174	583	304 
1	290889	317	174	589	298 
1	290990	316	174	583	300 
1	291090	316	174	588	293 
1	291189	316	174	585	295 
1	291290	316	174	579	300 
1	291390	316	174	578	299 
1	291490	317	174	580	296 
1	291590	316	175	576	297 
1	291690	316	174	577	293 
1	291790	316	174	573	287 
1	291891	315	174	571	292 
1	291990	316	174	574	290 
1	292090	316	174	569	284 
1	292191	316	174	568	293 
1	292291	316	174	565	283 
1	292390	316	175	567	288 
1	292491	316	174	569	286 
1	292591	316	174	566	284 
1	292691	316	174	558	288 
1	292791	316	174	560	284 
1	292891	315	174	555	286 
1	292992	316	174	552	289 
1	293092	316	174	556	278 
1	293191	316	174	554	278 
1	293292	316	174	547	282 
1	293392	316	174	549	267 
1	293492	316	174	547	275 
1	293592	316	174	543	278 
1	293692	315	174	537	278 
1	293792	316	174	531	281 
1	293893	316	174	534	278 
1	293992	316	174	536	270 
1	294092	315	174	529	274 
1	294193	314	173	530	269 
1	294293	314	173	525	270 
1	294392	315	174	526	268 
1	294493	315	174	522	269 
1	294593	315	174	523	263 
1	294693	315	173	514	269 
1	294794	315	173	513	264 
1	294893	314	174	511	261 
1	294993	315	173	506	252 
1	295094	314	172	501	260 
1	295194	314	173	497	249 
1	295293	314	173	496	258 
1	295394	314	174	495	253 
1	295494	315	173	494	249 
1	295595	315	173	487	251 
1	295694	314	173	483	250 
1	295794	314	173	483	243 
1	295895	314	173	477	233 
1	295995	314	173	471	243 
1	296094	314	173	467	242 
