1	15807	1367	724	10932	5712	30.84 
1	15859	1367	725	10929	5707	30.69 
1	15911	1367	724	10916	5703	30.62 
1	15965	1364	720	10892	5691	30.48 
1	16017	1365	721	10917	5702	30.20 
1	16069	1367	724	10919	5702	29.70 
1	16121	1367	722	10932	5709	29.28 
1	16174	1367	725	10923	5705	28.99 
1	16227	1367	722	10921	5703	28.92 
1	16279	1367	721	10921	5703	28.92 
1	16331	1367	722	10936	5714	28.78 
1	16384	1366	725	10922	5705	28.43 
1	16437	1368	722	10920	5704	28.00 
1	16489	1368	721	10918	5700	27.58 
1	16541	1366	722	10925	5704	27.36 
1	16593	1363	719	10896	5692	27.29 
1	16646	1363	720	10909	5698	27.29 
1	16699	1363	723	10906	5692	27.15 
1	16751	1365	721	10928	5702	26.87 
1	16803	1367	721	10930	5704	26.44 
1	16856	1367	721	10933	5709	26.09 
1	16908	1366	723	10912	5700	25.87 
1	16961	1366	720	10906	5697	25.87 
1	17013	1367	721	10909	5696	25.87 
1	17065	1366	723	10919	5700	25.73 
1	17118	1366	723	10917	5704	25.38 
1	17171	1368	721	10940	5711	25.02 
1	17223	1366	724	10933	5705	24.67 
1	17275	1367	721	10921	5703	24.53 
1	17328	1367	722	10929	5708	24.53 
1	17381	1367	724	10920	5706	24.53 
1	17433	1367	723	10926	5706	24.31 
1	17485	1368	723	10923	5701	23.96 
1	17538	1367	722	10919	5698	23.68 
1	17590	1367	722	10921	5700	23.46 
1	17643	1366	725	10938	5714	23.46 
1	17695	1367	722	10934	5709	23.46 
1	17747	1366	723	10914	5698	23.32 
1	17800	1366	721	10919	5698	23.04 
1	17853	1365	721	10911	5699	22.61 
1	17905	1359	719	10897	5686	22.26 
1	17957	1353	718	10866	5671	22.12 
1	18010	1360	717	10898	5687	22.26 
1	18062	1359	716	10907	5689	22.33 
1	18115	1356	715	10899	5683	22.19 
1	18167	1355	720	10894	5680	21.76 
1	18220	1356	718	10891	5680	21.41 
1	18272	1355	716	10882	5684	21.34 
1	18325	1355	718	10887	5686	21.12 
1	18377	1358	717	10825	5644	21.12 
1	18429	1317	697	10594	5532	21.12 
1	18482	1336	706	10713	5593	21.05 
1	18534	1337	706	10729	5606	20.91 
1	18587	1338	710	10755	5617	20.63 
1	18639	1338	711	10757	5616	20.27 
1	18692	1339	708	10745	5609	19.99 
1	18744	1339	711	10745	5608	19.99 
1	18797	1342	708	10767	5622	19.99 
1	18849	1340	710	10767	5622	20.06 
1	18902	1341	707	10767	5620	19.99 
1	18954	1342	709	10753	5615	19.64 
1	19006	1341	708	10755	5617	19.28 
1	19059	1340	709	10748	5608	19.00 
1	19111	1341	709	10750	5613	19.14 
1	19164	1340	710	10755	5616	19.28 
1	19216	1340	711	10752	5617	19.35 
1	19269	1337	709	10736	5608	19.14 
1	19321	1339	711	10756	5620	18.71 
1	19374	1338	710	10742	5607	18.50 
1	19426	1340	710	10760	5620	18.29 
1	19478	1341	711	10762	5624	18.36 
1	19531	1342	709	10758	5617	18.43 
1	19584	1343	711	10771	5630	18.50 
1	19636	1341	713	10783	5632	18.36 
1	19688	1345	709	10783	5631	18.08 
1	19740	1344	706	10782	5629	17.79 
1	19793	1342	711	10773	5632	17.72 
1	19846	1347	706	10790	5632	17.86 
1	19898	1341	711	10776	5628	18.01 
1	19950	1341	713	10784	5633	17.93 
1	20003	1343	710	10772	5631	17.65 
1	20056	1341	710	10763	5622	17.44 
1	20108	1342	710	10759	5619	17.23 
1	20160	1341	709	10760	5626	17.16 
1	20212	1343	709	10767	5620	17.30 
1	20265	1340	709	10758	5619	17.44 
1	20318	1345	707	10773	5624	17.37 
1	20370	1342	711	10765	5622	17.16 
1	20422	1342	708	10789	5636	16.87 
1	20475	1347	705	10786	5636	16.73 
1	20528	1344	709	10780	5634	16.66 
1	20580	1345	708	10781	5633	16.80 
1	20632	1346	708	10787	5637	16.87 
1	20684	1339	710	10748	5607	16.87 
1	20738	1345	708	10761	5617	16.66 
1	20790	1346	707	10771	5625	16.38 
1	20842	1346	709	10772	5630	16.23 
1	20894	1344	708	10775	5631	16.23 
1	20947	1347	706	10775	5624	16.38 
1	21000	1342	708	10773	5623	16.45 
1	21052	1347	707	10772	5624	16.45 
1	21104	1346	707	10777	5628	16.23 
1	21156	1347	707	10776	5630	16.02 
1	21210	1343	710	10771	5623	15.88 
1	21262	1344	706	10771	5620	15.95 
1	21314	1343	708	10766	5622	16.16 
1	21366	1340	708	10777	5623	16.23 
1	21420	1340	709	10777	5631	16.16 
1	21472	1342	707	10786	5626	15.95 
1	21524	1341	711	10783	5627	15.74 
1	21576	1343	709	10789	5627	15.60 
1	21628	1341	708	10792	5629	15.67 
1	21682	1341	708	10787	5630	15.88 
1	21734	1341	709	10790	5630	15.95 
1	21786	1340	708	10784	5626	15.81 
