1	109787	1470	771	10450	5429	18.15 
1	109839	1468	776	10453	5432	18.29 
1	109891	1470	770	10455	5426	18.29 
1	109943	1470	771	10456	5432	18.01 
1	109997	1470	768	10449	5429	17.79 
1	110049	1468	769	10453	5428	17.44 
1	110101	1470	773	10466	5438	17.44 
1	110153	1470	767	10462	5435	17.58 
1	110206	1470	770	10463	5430	17.65 
1	110259	1470	771	10459	5431	17.58 
1	110311	1470	773	10455	5434	17.44 
1	110364	1470	773	10463	5435	17.08 
1	110416	1470	773	10468	5441	16.87 
1	110469	1471	770	10463	5438	16.87 
1	110521	1470	769	10455	5431	17.01 
1	110574	1470	774	10458	5435	17.08 
1	110626	1470	771	10455	5432	17.08 
1	110679	1470	773	10440	5419	16.80 
1	110731	1470	766	10452	5430	16.52 
1	110784	1468	772	10456	5431	16.38 
1	110836	1470	771	10475	5437	16.38 
1	110888	1468	772	10451	5430	16.52 
1	110941	1470	766	10454	5431	16.66 
1	110994	1470	770	10473	5439	16.52 
1	111046	1470	768	10474	5441	16.23 
1	111098	1470	772	10469	5446	16.02 
1	111151	1470	767	10465	5441	16.02 
1	111204	1470	769	10469	5441	16.02 
1	111256	1468	771	10471	5440	16.23 
1	111308	1468	772	10456	5433	16.23 
1	111361	1470	772	10475	5448	15.95 
1	111414	1470	770	10469	5435	15.81 
1	111466	1470	772	10461	5437	15.67 
1	111518	1470	773	10463	5440	15.60 
1	111571	1470	772	10466	5435	15.67 
1	111624	1468	774	10464	5433	15.81 
1	111676	1470	772	10468	5433	15.95 
1	111728	1468	773	10470	5434	15.81 
1	111781	1470	774	10471	5431	15.45 
1	111834	1470	769	10459	5432	15.24 
1	111886	1468	772	10472	5435	15.38 
1	111938	1470	771	10462	5430	15.45 
1	111991	1470	772	10464	5432	15.67 
1	112044	1468	775	10469	5434	15.60 
1	112096	1470	769	10457	5430	15.38 
1	112148	1468	771	10459	5441	15.17 
1	112201	1470	769	10457	5438	15.03 
1	112253	1463	771	10448	5422	15.10 
1	112306	1472	773	10437	5422	15.24 
1	112359	1480	777	10463	5429	15.31 
1	112411	1482	782	10462	5433	15.31 
