1	63852	1088	578	10127	5189	17.79 
1	63904	1088	578	10121	5187	17.86 
1	63956	1088	577	10118	5183	18.01 
1	64009	1087	575	10112	5181	18.01 
1	64062	1087	577	10109	5171	17.86 
1	64114	1088	577	10109	5175	17.51 
1	64166	1088	577	10115	5181	17.16 
1	64219	1088	576	10101	5168	17.16 
1	64272	1087	577	10102	5176	17.23 
1	64324	1088	578	10110	5182	17.30 
1	64376	1087	578	10119	5187	17.37 
1	64429	1088	577	10107	5177	17.23 
1	64482	1087	576	10103	5175	16.87 
1	64534	1087	577	10107	5182	16.66 
1	64586	1087	576	10105	5175	16.66 
1	64638	1087	576	10109	5178	16.73 
1	64691	1087	576	10105	5171	16.87 
1	64744	1083	574	10091	5170	16.87 
1	64796	1084	575	10083	5168	16.66 
1	64848	1083	575	10086	5163	16.38 
1	64901	1084	574	10088	5171	16.23 
1	64954	1083	572	10090	5169	16.23 
1	65006	1083	574	10089	5172	16.30 
1	65058	1066	564	10085	5164	16.52 
1	65111	1045	553	10020	5131	16.45 
1	65163	1044	552	9968	5106	16.30 
1	65216	1049	556	9959	5101	16.02 
1	65268	1050	557	10037	5146	15.81 
1	65320	1044	550	10037	5143	15.88 
1	65373	1030	544	10035	5141	16.02 
1	65425	1017	541	9857	5053	16.09 
1	65478	1004	534	9768	5002	16.16 
1	65530	1023	543	9919	5078	15.95 
1	65583	1019	541	9898	5059	15.67 
1	65635	1029	546	9908	5066	15.52 
1	65687	1028	545	9916	5076	15.52 
1	65740	1032	548	9935	5085	15.67 
1	65793	1051	557	9997	5111	15.81 
1	65845	1065	565	10060	5145	15.81 
1	65897	1078	570	10111	5174	15.60 
1	65949	1087	576	10153	5192	15.38 
1	66002	1107	586	10233	5238	15.24 
1	66055	1171	625	10295	5268	15.24 
1	66107	1193	626	10333	5280	15.38 
1	66159	1208	641	10359	5295	15.52 
1	66212	1227	651	10363	5299	15.52 
1	66265	1262	667	10306	5275	15.31 
1	66317	1308	694	10388	5307	15.10 
1	66369	1353	717	10451	5346	14.96 
1	66421	1365	727	10539	5389	14.96 
1	66475	1370	730	10633	5435	15.10 
1	66527	1413	749	10732	5488	15.24 
1	66579	1424	752	10766	5513	15.24 
1	66631	1429	759	10768	5516	15.03 
1	66684	1429	757	10716	5489	14.82 
1	66737	1426	755	10810	5541	14.67 
1	66789	1353	719	10827	5553	14.74 
1	66841	1281	680	10850	5565	14.96 
1	66893	1145	607	10786	5537	15.10 
1	66947	1016	540	10709	5507	15.03 
1	66999	835	442	10485	5402	14.89 
1	67051	514	271	10238	5279	14.67 
1	67103	387	206	9812	5068	14.53 
1	67155	312	166	9154	4738	14.60 
1	67209	263	143	8992	4653	14.74 
1	67261	223	123	8531	4415	14.96 
1	67313	189	102	7850	4054	14.96 
1	67365	153	81	7034	3631	14.74 
1	67418	120	64	6026	3105	14.53 
1	67470	96	50	4658	2396	14.46 
1	67522	77	42	3790	1951	14.46 
1	67574	65	35	3354	1723	14.60 
1	67627	59	32	3044	1560	14.82 
1	67679	53	32	2699	1389	14.82 
1	67731	51	28	2417	1239	14.74 
1	67783	48	27	2024	1041	14.53 
1	67835	48	26	1796	922	14.39 
1	67888	47	26	1552	794	14.32 
1	67940	47	26	1452	748	14.46 
1	67992	47	27	1309	674	14.60 
1	68044	47	27	1208	614	14.74 
1	68097	47	26	1067	553	14.74 
1	68149	47	27	1021	528	14.60 
1	68201	48	27	1021	530	14.39 
1	68253	50	25	974	505	14.25 
1	68305	50	25	941	499	14.25 
1	68358	48	27	911	469	14.39 
1	68410	48	27	877	458	14.53 
1	68462	48	27	884	464	14.67 
1	68514	47	27	842	437	14.60 
1	68567	48	26	885	457	14.46 
1	68619	47	27	864	447	14.25 
1	68671	47	26	891	460	14.18 
1	68723	46	25	872	459	14.18 
1	68775	46	26	898	465	14.39 
1	68828	46	26	863	444	14.53 
1	68880	48	25	850	438	14.60 
